Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints,Year
235,Kevin Byard,TEN,FS,16,43,12,5.0,1.0,8.0,5,4,0,0,0,0,4.1,65.8,2016
236,Leodis McKelvin,PHI,CB,13,32,11,0.0,0.0,0.0,0,16,2,0,0,1,5.0,65.5,2016
236,Dannell Ellerbe,NO,ILB,9,34,10,6.0,4.0,25.0,8,2,0,0,0,0,7.3,65.5,2016
236,Corey Nelson,DEN,OLB,16,42,23,2.0,0.0,0.0,2,5,0,0,1,0,4.1,65.5,2016
236,Trae Waynes,MIN,CB,15,41,7,1.0,0.0,0.0,0,11,3,0,0,0,4.4,65.5,2016
240,EJ Gaines,LAR,CB,11,46,10,0.0,0.0,0.0,1,7,0,1,1,0,5.9,65.0,2016
240,Karl Joseph,OAK,SS,12,44,16,1.0,0.0,0.0,0,6,1,0,1,0,5.4,65.0,2016
240,Cre'von Leblanc,CHI,CB,13,40,4,0.0,0.0,0.0,1,10,2,0,0,1,5.0,65.0,2016
243,Devon Kennard,NYG,OLB,16,38,20,5.0,1.0,8.0,5,1,0,0,1,0,4.0,64.8,2016
244,Aqib Talib,DEN,CB,13,32,11,0.0,0.0,0.0,0,12,3,0,0,1,5.0,64.5,2016
244,Tracy Porter,CHI,CB,16,45,3,0.0,0.0,0.0,0,9,2,1,0,0,4.0,64.5,2016
244,Calvin Pryor,NYJ,SS,15,43,17,4.0,0.0,0.0,0,6,0,1,0,0,4.3,64.5,2016
247,Jarvis Jones,PIT,OLB,14,30,12,3.0,1.0,4.0,5,3,1,2,2,0,4.6,64.4,2016
248,Mike Daniels,GB,DE,16,25,8,8.0,4.0,41.0,11,1,0,0,1,0,4.0,64.1,2016
248,Timmy Jernigan,BAL,DT,16,16,15,9.0,5.0,36.0,11,3,1,0,1,0,4.0,64.1,2016
250,Duke Ihenacho,WAS,FS,15,53,10,3.0,0.0,0.0,1,2,0,0,0,0,4.3,64.0,2016
250,Clayton Geathers,IND,SS,9,49,9,2.5,0.0,0.0,0,5,0,1,0,0,7.1,64.0,2016
252,Adrian Clayborn,ATL,DE,13,19,3,8.0,4.5,29.0,14,0,0,0,1,1,4.9,63.4,2016
253,Connor Barwin,PHI,OLB,16,20,14,6.0,5.0,52.0,10,2,0,1,0,0,4.0,63.2,2016
254,Patrick Peterson,ARI,CB,16,44,6,1.0,0.0,0.0,0,6,3,0,0,0,3.9,63.0,2016
254,Jalen Mills,PHI,CB,16,51,10,0.0,0.0,0.0,0,7,0,0,0,0,3.9,63.0,2016
256,Joe Haden,CLE,CB,13,37,11,0.0,0.0,0.0,0,11,3,0,0,0,4.8,62.5,2016
257,Kony Ealy,CAR,DE,16,18,13,6.5,5.0,23.0,7,3,1,2,0,0,3.9,62.3,2016
258,Daimion Stafford,TEN,SS,15,42,10,2.0,1.0,6.0,2,2,1,0,1,0,4.1,61.6,2016
259,Rafael Bush,DET,DB,16,32,17,2.0,1.0,9.0,1,3,2,0,0,1,3.8,61.4,2016
260,Kyle Emanuel,LAC,OLB,16,34,22,4.0,0.5,2.0,4,1,0,1,1,0,3.8,61.2,2016
261,Dante Fowler Jr,JAX,OLB,16,23,9,7.0,4.0,25.5,11,5,0,0,0,0,3.8,61.05,2016
262,Jahleel Addae,LAC,FS,8,41,7,3.5,0.0,0.0,0,4,1,0,0,1,7.6,61.0,2016
263,Grady Jarrett,ATL,DT,16,21,27,5.0,4.0,21.0,8,0,0,0,1,0,3.8,60.6,2016
264,Donte Whitner,WAS,SS,11,49,17,0.0,0.0,0.0,0,0,0,1,0,0,5.5,60.5,2016
265,Earl Thomas,SEA,FS,11,24,22,0.0,0.0,0.0,0,10,2,0,1,1,5.5,60.0,2016
265,Marcus Gilchrist,NYJ,FS,13,39,15,1.5,0.0,0.0,0,3,2,1,0,0,4.6,60.0,2016
265,Dre Kirkpatrick,CIN,CB,15,35,11,0.5,0.0,0.0,0,10,3,0,0,0,4.0,60.0,2016
265,Jaquiski Tartt,SF,SS,15,39,13,5.5,1.0,10.0,3,3,0,0,0,0,4.0,60.0,2016
265,Edwin Jackson,IND,ILB,16,43,20,1.0,2.0,0.0,2,0,0,0,0,0,3.8,60.0,2016
270,Perrish Cox,TEN,CB,11,37,5,0.0,0.0,0.0,0,11,3,0,0,0,5.4,59.5,2016
270,Nevin Lawson,DET,CB,16,45,11,0.0,0.0,0.0,0,9,0,0,0,0,3.7,59.5,2016
270,David Irving,DAL,DT,15,13,4,7.5,4.5,20.0,15,5,0,1,1,0,4.0,59.5,2016
270,De'Vondre Campbell,ATL,OLB,11,35,13,5.0,0.0,0.0,0,7,1,1,0,0,5.4,59.5,2016
274,Jabaal Sheard,NE,DE,15,19,13,7.5,5.0,34.0,9,4,0,0,0,0,4.0,59.4,2016
274,Neville Hewitt,MIA,ILB,16,36,22,5.5,1.0,9.0,1,0,0,0,1,0,3.7,59.4,2016
276,Noah Spence,TB,DE,16,16,6,4.0,5.5,33.5,11,2,0,3,0,0,3.7,59.35,2016
277,Nolan Carroll,PHI,CB,16,40,14,0.0,0.0,0.0,0,9,1,0,0,0,3.7,59.0,2016
277,Shareece Wright,BAL,CB,12,42,8,4.0,0.0,0.0,0,6,0,0,1,0,4.9,59.0,2016
279,Maurice Alexander,LAR,SS,14,38,12,1.0,1.0,9.0,1,4,2,0,0,0,4.2,58.9,2016
280,Maliek Collins,DAL,DT,16,17,6,6.0,5.0,36.0,13,0,0,1,1,0,3.7,58.6,2016
281,Clay Matthews,GB,ILB,12,20,4,8.0,5.0,35.0,9,3,0,1,0,0,4.9,58.5,2016
281,Nickell Robey,BUF,CB,16,27,3,2.0,0.0,0.0,0,7,2,0,1,2,3.7,58.5,2016
283,David Parry,IND,DT,16,33,13,4.0,3.0,7.0,8,0,0,0,0,0,3.6,58.2,2016
284,Bobby McCain,MIA,CB,16,32,13,2.5,1.0,11.0,2,6,1,1,0,0,3.6,58.1,2016
285,Phillip Gaines,KC,CB,11,41,2,0.0,0.0,0.0,0,7,1,2,0,0,5.3,58.0,2016
286,Danny Shelton,CLE,DT,16,32,27,2.0,1.5,13.0,6,0,0,0,0,0,3.6,57.8,2016
286,Malcom Brown,NE,NT,16,24,27,3.5,3.0,28.0,5,0,0,1,0,0,3.6,57.8,2016
288,Andre Hal,HOU,FS,15,31,15,2.5,1.0,7.0,1,7,2,0,0,0,3.8,57.7,2016
289,Dominique Easley,LAR,DT,16,24,11,7.0,3.5,21.5,5,1,0,2,0,0,3.6,57.65,2016
290,Ken Crawley,NO,CB,15,40,3,2.0,0.0,0.0,0,8,0,1,1,0,3.8,57.5,2016
291,Buster Skrine,NYJ,DB,14,39,8,1.0,1.0,14.0,1,6,1,0,0,0,4.1,57.4,2016
292,Kyle Van Noy,NE,LB,14,31,20,2.5,1.0,8.0,2,3,1,1,0,0,4.1,57.3,2016
293,Darrelle Revis,NYJ,CB,15,43,10,1.0,0.0,0.0,0,5,1,0,0,0,3.8,57.0,2016
294,Charles Johnson,CAR,DE,13,14,12,2.5,4.0,24.5,13,2,0,3,0,0,4.4,56.95,2016
295,Michael Wilhoite,SF,OLB,16,42,9,0.0,0.5,4.0,1,2,0,1,1,0,3.6,56.9,2016
296,Jason Jones,MIA,DE,14,22,14,3.0,3.5,12.0,12,1,0,0,1,0,4.0,56.2,2016
297,Tyrone Crawford,DAL,DT,14,16,12,8.5,4.5,26.0,8,0,0,0,2,0,4.0,56.1,2016
298,Alan Branch,NE,DT,16,26,23,8.5,1.5,0.5,2,2,0,1,0,0,3.5,56.05,2016
299,Brian Cushing,HOU,ILB,13,38,27,2.5,0.0,0.0,2,0,0,0,0,0,4.3,56.0,2016
299,Corey Liuget,LAC,DT,16,29,8,11.0,0.0,0.0,6,3,0,0,1,0,3.5,56.0,2016
